"Begin Time - ss.msec","End Time - ss.msec","Duration - ss.msec","vcm@CHI","xds@FA1","FA1","mwu@CHI","File"
7067.565,7068.338,0.773,"C",,,"1","7326.eaf"
7071.469,7071.969,0.5,"N",,,,"7326.eaf"
7073.878,7075.575,1.697,"C",,,,"7326.eaf"
7076.242,7077.182,0.94,"N",,,,"7326.eaf"
7077.388,7078.603,1.215,,"T","la'i ixkiltik.",,"7326.eaf"
7078.833,7080.272,1.439,"N",,,,"7326.eaf"
7080.545,7081.52,0.975,"N",,,,"7326.eaf"
7081.52,7081.591,0.071,"N","T","ay.",,"7326.eaf"
7081.591,7082.434,0.843,,"T","ay.",,"7326.eaf"
7082.434,7082.886,0.452,"N","T","ay.",,"7326.eaf"
7082.886,7086.242,3.356,"N",,,,"7326.eaf"
7086.636,7089.5,2.864,"Y",,,,"7326.eaf"
7092.863,7094.151,1.288,"Y",,,,"7326.eaf"
7094.621,7096.378,1.757,"Y",,,,"7326.eaf"
7102.591,7102.867,0.276,"C",,,"1","7326.eaf"
7103.606,7105.121,1.515,"C",,,"M","7326.eaf"
7105.621,7107.15,1.529,"C",,,"1","7326.eaf"
7107.485,7108.377,0.892,"C",,,"1","7326.eaf"
7108.863,7110.575,1.712,"C",,,"1","7326.eaf"
7129.132,7129.878,0.746,"C",,,"1","7326.eaf"
7130.584,7133.452,2.868,"C",,,"1","7326.eaf"
7134.056,7134.905,0.849,"C",,,"1","7326.eaf"
7134.905,7135.394,0.489,"C","T","ma xju'.","1","7326.eaf"
7135.394,7136.094,0.7,,"T","ma xju'.",,"7326.eaf"
7136.094,7136.377,0.283,"C","T","ma xju'.","1","7326.eaf"
7136.377,7136.677,0.3,"C",,,"1","7326.eaf"
7137.452,7138.735,1.283,,"T","jaboni@s:spa xi.",,"7326.eaf"
7140.606,7141.272,0.666,"C",,,,"7326.eaf"
7141.439,7141.476,0.037,"C",,,,"7326.eaf"
7141.476,7142.059,0.583,"C","T","ch'enan.",,"7326.eaf"
7142.059,7142.803,0.744,"C",,,,"7326.eaf"
7143.32,7144.056,0.736,,"C","jae?",,"7326.eaf"
7146.49,7147.849,1.359,,"C","ya'to jelta alal.",,"7326.eaf"
7152.226,7153.091,0.865,"N",,,,"7326.eaf"
7153.712,7154.439,0.727,"C",,,,"7326.eaf"
7167.378,7167.477,0.099,"N",,,,"7326.eaf"
7167.477,7167.5,0.023,"N","T","laxakil.",,"7326.eaf"
7167.5,7168.224,0.724,,"T","laxakil.",,"7326.eaf"
7180.181,7181.272,1.091,"C",,,"M","7326.eaf"
7181.454,7182.405,0.951,,"T","maxa' ti'on.",,"7326.eaf"
7193.318,7194.322,1.004,"N",,,,"7326.eaf"
7205.754,7207.859,2.105,,"T","oo maxa' xijo'tik ta te'.",,"7326.eaf"
7208.132,7208.855,0.723,,"T","la' kuch.",,"7326.eaf"
7209.018,7209.509,0.491,,"T","xbatik.",,"7326.eaf"
7210.195,7212.197,2.002,,"T","aa la' kuch yyy.",,"7326.eaf"
7212.914,7214.149,1.235,,"U","yyy.",,"7326.eaf"
7215.566,7216.32,0.754,,"T","kuch.",,"7326.eaf"
7216.454,7217.075,0.621,"C",,,"1","7326.eaf"
7217.591,7218.151,0.56,"C",,,,"7326.eaf"
8681.434,8682.41,0.976,"C",,,,"7326.eaf"
8682.761,8683.348,0.587,,"T","tsaka tsakatal.",,"7326.eaf"
8683.348,8684.023,0.675,"C","T","tsaka tsakatal.","1","7326.eaf"
8684.023,8684.951,0.928,"C",,,"1","7326.eaf"
8685.202,8685.636,0.434,,"T","jm.",,"7326.eaf"
8685.636,8685.7,0.064,"C","T","jm.","1","7326.eaf"
8685.7,8686.588,0.888,"C",,,"1","7326.eaf"
8686.812,8687.098,0.286,,"T","jm.",,"7326.eaf"
8688.289,8689.315,1.026,"C",,,"M","7326.eaf"
8689.461,8689.767,0.306,,"T","jm.",,"7326.eaf"
8690.366,8691.51,1.144,"C",,,"1","7326.eaf"
8691.579,8691.755,0.176,"N",,,,"7326.eaf"
8691.755,8692.294,0.539,"N","T","ya tsakat.",,"7326.eaf"
8692.294,8692.509,0.215,,"T","ya tsakat.",,"7326.eaf"
8693.135,8694.032,0.897,"C",,,"1","7326.eaf"
8694.219,8694.535,0.316,"C",,,,"7326.eaf"
8695.216,8696.069,0.853,"C",,,"M","7326.eaf"
8696.929,8698.177,1.248,"C",,,"1","7326.eaf"
8698.742,8699.901,1.159,"C",,,"1","7326.eaf"
8700.411,8701.628,1.217,"C",,,,"7326.eaf"
8701.94,8702.591,0.651,"N",,,,"7326.eaf"
8983.23,8983.57,0.34,"N",,,,"7326.eaf"
8985.39,8985.78,0.39,"N",,,,"7326.eaf"
8986.7,8987.03,0.33,"N",,,,"7326.eaf"
8989.12,8989.42,0.3,"C",,,"1","7326.eaf"
8990.82,8991.23,0.41,"C",,,"1","7326.eaf"
8993.47,8993.81,0.34,"N",,,,"7326.eaf"
8994.515,8994.864,0.349,"N",,,,"7326.eaf"
8995.86,8996.42,0.56,"N",,,,"7326.eaf"
8997.54,8998.0,0.46,"C",,,"1","7326.eaf"
8999.48,8999.97,0.49,"N",,,,"7326.eaf"
9001.0,9001.47,0.47,"N",,,,"7326.eaf"
9001.712,9003.651,1.939,"C",,,"M","7326.eaf"
9014.485,9014.833,0.348,"N",,,,"7326.eaf"
9015.682,9016.257,0.575,"C",,,"1","7326.eaf"
9016.472,9017.318,0.846,"C",,,"1","7326.eaf"
9018.454,9018.727,0.273,"N",,,,"7326.eaf"
9019.515,9019.712,0.197,"N",,,,"7326.eaf"
9020.458,9020.909,0.451,"N",,,,"7326.eaf"
9021.242,9021.5,0.258,"N",,,,"7326.eaf"
9021.924,9022.567,0.643,"C",,,"M","7326.eaf"
9022.567,9022.848,0.281,"C","U","aa bistuk ya' tsaklatalkoel.","M","7326.eaf"
9022.848,9024.229,1.381,,"U","aa bistuk ya' tsaklatalkoel.",,"7326.eaf"
9024.303,9024.651,0.348,"C",,,"1","7326.eaf"
9026.561,9027.015,0.454,"C",,,"1","7326.eaf"
9028.506,9029.47,0.964,"N",,,,"7326.eaf"
9030.47,9031.121,0.651,"C",,,,"7326.eaf"
9031.954,9032.636,0.682,"C",,,,"7326.eaf"
9033.47,9034.47,1.0,"C",,,"1","7326.eaf"
9036.106,9036.667,0.561,"C",,,"1","7326.eaf"
9037.515,9037.818,0.303,"C",,,,"7326.eaf"
9039.566,9041.432,1.866,,"U","lok'ixankoel i.",,"7326.eaf"
9788.182,9788.706,0.524,"N",,,,"7326.eaf"
9790.273,9790.591,0.318,"N",,,,"7326.eaf"
9798.438,9798.781,0.343,"C",,,,"7326.eaf"
9811.424,9811.873,0.449,"C",,,,"7326.eaf"
9813.559,9815.632,2.073,"N",,,,"7326.eaf"
9819.186,9819.684,0.498,"N",,,,"7326.eaf"
9819.853,9820.379,0.526,,"C","pajchana li'i.",,"7326.eaf"
9820.379,9821.197,0.818,"C","C","pajchana li'i.","1","7326.eaf"
9821.197,9821.662,0.465,,"C","pajchana li'i.",,"7326.eaf"
9821.662,9821.954,0.292,"C","C","pajchana li'i.","1","7326.eaf"
9821.954,9822.17,0.216,,"C","pajchana li'i.",,"7326.eaf"
9822.576,9823.167,0.591,"C",,,"1","7326.eaf"
9829.53,9829.88,0.35,"C",,,,"7326.eaf"
9834.713,9835.5,0.787,"C",,,"1","7326.eaf"
9836.378,9838.03,1.652,"C",,,"1","7326.eaf"
9838.343,9839.697,1.354,,"A","yu' ma slapojokbel sgorra@s:spa stukel ay sgorra@s:spa usk'ul slapobel.",,"7326.eaf"
9839.697,9840.824,1.127,"C","A","yu' ma slapojokbel sgorra@s:spa stukel ay sgorra@s:spa usk'ul slapobel.","1","7326.eaf"
9840.824,9841.52,0.696,,"A","yu' ma slapojokbel sgorra@s:spa stukel ay sgorra@s:spa usk'ul slapobel.",,"7326.eaf"
9841.52,9842.898,1.378,"C","A","yu' ma slapojokbel sgorra@s:spa stukel ay sgorra@s:spa usk'ul slapobel.","1","7326.eaf"
9842.898,9842.97,0.072,"C",,,"1","7326.eaf"
9843.24,9844.454,1.214,"C",,,"1","7326.eaf"
9845.106,9845.873,0.767,"C",,,"1","7326.eaf"
9845.873,9846.072,0.199,"C","U","yyy.","1","7326.eaf"
9846.072,9846.773,0.701,,"U","yyy.",,"7326.eaf"
9846.773,9848.106,1.333,"C","U","yyy.","1","7326.eaf"
9848.106,9848.343,0.237,,"U","yyy.",,"7326.eaf"
9848.587,9849.621,1.034,"C",,,"1","7326.eaf"
9849.984,9850.673,0.689,,"U","yyy.",,"7326.eaf"
9856.472,9857.336,0.864,,"U","x.",,"7326.eaf"
9858.112,9858.913,0.801,,"U","x.",,"7326.eaf"
9859.326,9860.402,1.076,,"U","x x.",,"7326.eaf"
9860.747,9861.836,1.089,,"U","x x.",,"7326.eaf"
9861.986,9863.225,1.239,,"U","x.",,"7326.eaf"
9866.654,9867.058,0.404,,"A","ju'.",,"7326.eaf"
9867.393,9868.433,1.04,,"U","x.",,"7326.eaf"
9868.849,9869.239,0.39,,"A","jae?",,"7326.eaf"
9869.33,9870.198,0.868,,"U","x.",,"7326.eaf"
9872.207,9873.063,0.856,,"U","x.",,"7326.eaf"
9873.425,9873.851,0.426,,"U","ey.",,"7326.eaf"
9874.014,9874.941,0.927,,"U","x.",,"7326.eaf"
9876.439,9877.53,1.091,,"U","x.",,"7326.eaf"
9878.381,9879.264,0.883,,"U","x.",,"7326.eaf"
9880.208,9881.902,1.694,,"U","x.",,"7326.eaf"
9884.633,9885.717,1.084,,"U","x.",,"7326.eaf"
9893.354,9893.803,0.449,,"U","x.",,"7326.eaf"
9908.94,9910.14,1.2,,"U","x.",,"7326.eaf"
9911.69,9912.391,0.701,,"U","x.",,"7326.eaf"
9919.197,9919.697,0.5,"N",,,,"7326.eaf"
9932.794,9933.091,0.297,"N",,,,"7326.eaf"
9935.485,9936.301,0.816,,"U","yyy.",,"7326.eaf"
9938.201,9938.705,0.504,"C",,,,"7326.eaf"
9946.389,9947.778,1.389,,"A","pastor@s:spa laxanajil.",,"7326.eaf"
9947.878,9949.544,1.666,,"A","mach'a me statek'a teye?",,"7326.eaf"
9952.529,9953.198,0.669,,"A","bistukek'i?",,"7326.eaf"
9955.588,9957.72,2.132,,"A","yyy trompetaeke@s:spa.",,"7326.eaf"
9958.317,9959.344,1.027,,"A","oxeb toxan.",,"7326.eaf"
9963.061,9963.318,0.257,"C",,,,"7326.eaf"
9964.4,9964.804,0.404,"C",,,,"7326.eaf"
9965.636,9966.773,1.137,"N",,,,"7326.eaf"
9967.773,9968.733,0.96,"C",,,,"7326.eaf"
9969.5,9969.818,0.318,"C",,,,"7326.eaf"
9971.136,9973.409,2.273,"C",,,,"7326.eaf"
9973.757,9974.045,0.288,"N",,,,"7326.eaf"
9975.757,9976.319,0.562,"N",,,,"7326.eaf"
9986.396,9987.045,0.649,"C",,,,"7326.eaf"
9988.227,9988.88,0.653,"C",,,,"7326.eaf"
9989.667,9989.984,0.317,"N",,,,"7326.eaf"
9990.757,9991.061,0.304,"C",,,,"7326.eaf"
9992.045,9993.015,0.97,"C",,,,"7326.eaf"
9994.045,9995.015,0.97,"C",,,,"7326.eaf"
9995.667,9997.485,1.818,"C",,,,"7326.eaf"
9998.273,9999.0,0.727,"C",,,,"7326.eaf"
9999.924,10001.16,1.236,"C",,,,"7326.eaf"
10001.848,10002.127,0.279,"N",,,,"7326.eaf"
10003.984,10004.486,0.502,"N",,,,"7326.eaf"
10018.969,10019.141,0.172,"N",,,,"7326.eaf"
10019.75,10020.344,0.594,"C",,,,"7326.eaf"
10021.346,10021.946,0.6,"C",,,"1","7326.eaf"
10049.789,10050.464,0.675,"C",,,"1","7326.eaf"
10050.864,10051.188,0.324,,"T","jmm.",,"7326.eaf"
10051.188,10051.313,0.125,"N","T","jmm.",,"7326.eaf"
10051.313,10051.478,0.165,"N",,,,"7326.eaf"
10051.938,10052.141,0.203,,"T","ja'at.",,"7326.eaf"
10052.141,10052.264,0.123,"N","T","ja'at.",,"7326.eaf"
10052.264,10052.301,0.037,"N",,,,"7326.eaf"
10052.301,10052.404,0.103,"N","T","ja'at.",,"7326.eaf"
10052.404,10052.842,0.438,,"T","ja'at.",,"7326.eaf"
10052.922,10053.359,0.437,"N",,,,"7326.eaf"
10054.125,10054.947,0.822,"N",,,,"7326.eaf"
10055.097,10055.641,0.544,"N",,,,"7326.eaf"
10056.203,10056.409,0.206,"N",,,,"7326.eaf"
10057.281,10057.645,0.364,"N",,,,"7326.eaf"
10057.939,10058.206,0.267,,"A","jmm.",,"7326.eaf"
10058.206,10058.301,0.095,"N","A","jmm.",,"7326.eaf"
10058.301,10058.734,0.433,"N",,,,"7326.eaf"
10059.624,10059.859,0.235,,"A","jmm?",,"7326.eaf"
10059.859,10060.037,0.178,"C","A","jmm?",,"7326.eaf"
10060.037,10060.531,0.494,"C",,,,"7326.eaf"
10061.875,10064.0,2.125,"N",,,,"7326.eaf"
10064.442,10064.868,0.426,,"A","joo.",,"7326.eaf"
10065.672,10065.984,0.312,"N",,,,"7326.eaf"
10066.828,10067.113,0.285,"N",,,,"7326.eaf"
10068.235,10068.407,0.172,"N",,,,"7326.eaf"
10068.891,10070.732,1.841,"N",,,,"7326.eaf"
10071.547,10072.312,0.765,"N",,,,"7326.eaf"
10072.938,10073.622,0.684,"N",,,,"7326.eaf"
10074.187,10074.203,0.016,,"T","mame' xt'uxajat.",,"7326.eaf"
10074.203,10075.016,0.813,"N","T","mame' xt'uxajat.",,"7326.eaf"
10075.016,10075.288,0.272,,"T","mame' xt'uxajat.",,"7326.eaf"
14175.0,14178.33,3.33,"C",,,,"7326.eaf"
14181.797,14182.094,0.297,"N",,,,"7326.eaf"
14183.797,14184.172,0.375,"N",,,,"7326.eaf"
14184.953,14185.484,0.531,"C",,,,"7326.eaf"
14186.859,14187.328,0.469,"C",,,"M","7326.eaf"
14188.969,14189.61,0.641,"C",,,"M","7326.eaf"
14191.406,14192.031,0.625,"C",,,"M","7326.eaf"
14193.844,14195.031,1.187,"C",,,"M","7326.eaf"
14196.938,14197.125,0.187,"N",,,,"7326.eaf"
14197.905,14198.305,0.4,"N",,,,"7326.eaf"
14216.453,14223.25,6.797,"Y",,,,"7326.eaf"
14226.615,14230.25,3.635,"Y",,,,"7326.eaf"
14230.44,14230.78,0.34,"N",,,,"7326.eaf"
14231.812,14233.66,1.848,"C",,,,"7326.eaf"
14234.234,14234.562,0.328,"N",,,,"7326.eaf"
14838.0,14838.203,0.203,"C",,,"1","7326.eaf"
14838.487,14838.985,0.498,,"T","mm.",,"7326.eaf"
14839.469,14840.406,0.937,"C",,,"1","7326.eaf"
14840.779,14841.329,0.55,,"T","mm.",,"7326.eaf"
14849.343,14850.203,0.86,"C",,,"M","7326.eaf"
14850.522,14851.094,0.572,,"T","jmm.",,"7326.eaf"
14851.25,14852.453,1.203,"C",,,"M","7326.eaf"
14852.895,14853.938,1.043,"C",,,"1","7326.eaf"
14854.098,14854.709,0.611,,"T","ay wan?",,"7326.eaf"
14854.812,14855.141,0.329,"C",,,"1","7326.eaf"
14855.798,14856.948,1.15,"C",,,"1","7326.eaf"
14857.358,14857.988,0.63,,"T","ay wan?",,"7326.eaf"
14858.915,14859.303,0.388,"N",,,,"7326.eaf"
14859.853,14860.611,0.758,"N",,,,"7326.eaf"
14861.188,14861.5,0.312,"C",,,"1","7326.eaf"
14862.347,14862.764,0.417,,"T","jmm?",,"7326.eaf"
14863.225,14864.094,0.869,"C",,,"1","7326.eaf"
14865.469,14865.781,0.312,"C",,,"1","7326.eaf"
14866.255,14866.963,0.708,"C",,,"1","7326.eaf"
14867.272,14868.735,1.463,"C",,,"1","7326.eaf"
14869.984,14870.641,0.657,"C",,,"1","7326.eaf"
14871.162,14871.633,0.471,,"T","jmm.",,"7326.eaf"
14874.016,14874.578,0.562,"N",,,,"7326.eaf"
14878.921,14879.125,0.204,"N",,,,"7326.eaf"
14883.5,14885.071,1.571,,"A","xkuchuchane te smute.",,"7326.eaf"
14885.842,14886.691,0.849,,"A","&=laughs.",,"7326.eaf"
14900.312,14902.687,2.375,,"A","jats'i la kuch'ix mats' ch'i nojelonto.",,"7326.eaf"
14903.529,14904.569,1.04,,"A","nojelonto.",,"7326.eaf"
14907.726,14908.547,0.821,"N",,,,"7326.eaf"
14911.708,14912.466,0.758,,"A","yale ya' jai?",,"7326.eaf"
14915.452,14916.567,1.115,,"A","ay ya le ya'.",,"7326.eaf"
14921.238,14921.845,0.607,,"B","&=laughs.",,"7326.eaf"
14926.797,14928.859,2.062,"C",,,"M","7326.eaf"
14929.285,14929.812,0.527,,"T","joo.",,"7326.eaf"
14929.812,14929.88,0.068,"C","T","joo.","1","7326.eaf"
14929.88,14930.273,0.393,"C",,,"1","7326.eaf"
14981.606,14982.834,1.228,,"T","ixtal pastik li'i.",,"7326.eaf"
14983.859,14984.859,1.0,,"T","tsakatal.",,"7326.eaf"
14995.127,14996.124,0.997,,"T","tsakatal i ya jpastik li'i.",,"7326.eaf"
15000.734,15001.188,0.454,"C",,,"1","7326.eaf"
15001.357,15002.845,1.488,,"T","mame' xba wixlan ja'.",,"7326.eaf"
15013.312,15013.594,0.282,"C",,,"1","7326.eaf"
15014.609,15014.734,0.125,"C",,,"1","7326.eaf"
15015.359,15015.453,0.094,"C",,,"1","7326.eaf"
15026.562,15026.766,0.204,"N",,,,"7326.eaf"
15028.904,15031.154,2.25,,"T","la'me i mame' xb- inxan.",,"7326.eaf"
15031.625,15031.781,0.156,"C",,,"1","7326.eaf"
15031.988,15033.13,1.142,,"T","ya wixlanxan ya'tik i ja'i.",,"7326.eaf"
15033.312,15033.594,0.282,"C",,,"1","7326.eaf"
15034.285,15035.107,0.822,,"T","maxa' wixlani ja'i.",,"7326.eaf"
15036.5,15036.656,0.156,"N",,,,"7326.eaf"
15037.375,15037.703,0.328,"N",,,,"7326.eaf"
15039.869,15041.583,1.714,,"T","la mets'in mame'xa wixlanix a me ja'e.",,"7326.eaf"
15045.523,15046.404,0.881,,"T","la'me li' ayixi.",,"7326.eaf"
15046.781,15047.062,0.281,"C",,,"1","7326.eaf"
15047.442,15048.349,0.907,,"T","la'me li' ayixi.",,"7326.eaf"
15048.797,15049.281,0.484,"C",,,"1","7326.eaf"
15049.486,15050.587,1.101,,"T","ja'inch'i.",,"7326.eaf"
15053.114,15053.663,0.549,"C",,,,"7326.eaf"
15054.081,15055.024,0.943,,"T","tajinan i.",,"7326.eaf"
15055.246,15055.786,0.54,"N",,,,"7326.eaf"
15055.786,15056.151,0.365,"N","T","joo.",,"7326.eaf"
15056.151,15056.442,0.291,,"T","joo.",,"7326.eaf"
15056.837,15056.994,0.157,"N",,,,"7326.eaf"
15057.352,15058.147,0.795,,"T","<tajinan i> [=! yawns].",,"7326.eaf"
15058.387,15058.598,0.211,"N",,,,"7326.eaf"
15067.781,15068.172,0.391,"C",,,"1","7326.eaf"
15068.655,15069.483,0.828,,"T","ay.",,"7326.eaf"
15070.625,15070.828,0.203,"C",,,"1","7326.eaf"
15071.024,15071.59,0.566,,"T","jmm.",,"7326.eaf"
15071.641,15073.122,1.481,"N",,,,"7326.eaf"
15074.391,15074.734,0.343,"C",,,"1","7326.eaf"
15074.827,15075.418,0.591,,"T","jmm.",,"7326.eaf"
15075.703,15076.312,0.609,"N",,,,"7326.eaf"
15076.5,15078.229,1.729,,"T","mame' ba xbats'i ay me ja'te a.",,"7326.eaf"
15078.672,15078.859,0.187,"C",,,"1","7326.eaf"
15079.106,15079.778,0.672,,"T","ay me ja'.",,"7326.eaf"
15080.891,15081.467,0.576,"C",,,"M","7326.eaf"
15081.549,15082.901,1.352,,"T","ay me ja'.",,"7326.eaf"
15085.418,15086.016,0.598,,"T","la'me.",,"7326.eaf"
15088.057,15088.786,0.729,,"T","ila.",,"7326.eaf"
15089.434,15090.934,1.5,,"T","am@c am@c mm.",,"7326.eaf"
15091.109,15091.391,0.282,"C",,,"1","7326.eaf"
15091.868,15092.786,0.918,,"T","jats'ini.",,"7326.eaf"
15093.336,15093.991,0.655,"C",,,"1","7326.eaf"
15095.704,15099.16,3.456,,"T","ja'inch'i ya xben karro pipip@c.",,"7326.eaf"
15099.953,15101.516,1.563,"C",,,"1","7326.eaf"
15101.516,15102.828,1.312,"C","T","yyy ch'i.","1","7326.eaf"
15102.828,15103.319,0.491,,"T","yyy ch'i.",,"7326.eaf"
15103.54,15103.811,0.271,"C",,,"1","7326.eaf"
15104.262,15104.75,0.488,,"T","ja'inch'i.",,"7326.eaf"
15105.786,15106.36,0.574,,"T","bentesa'ek.",,"7326.eaf"
15107.475,15108.631,1.156,,"T","pip@c xi uy.",,"7326.eaf"
15109.172,15109.438,0.266,"C",,,"1","7326.eaf"
15109.795,15110.711,0.916,,"T","uy xi.",,"7326.eaf"
15111.0,15111.349,0.349,"C",,,"1","7326.eaf"
15111.377,15111.819,0.442,,"T","ay.",,"7326.eaf"
15111.915,15112.156,0.241,,"T","ya sne't'oni carroi@s:spa.",,"7326.eaf"
15112.156,15112.469,0.313,"C","T","ya sne't'oni carroi@s:spa.","1","7326.eaf"
15112.469,15113.025,0.556,,"T","ya sne't'oni carroi@s:spa.",,"7326.eaf"
15114.549,15114.909,0.36,,"T","uy.",,"7326.eaf"
15116.991,15117.317,0.326,"C",,,"1","7326.eaf"
15117.514,15117.86,0.346,,"T","ya sne't'atal trailer@s:spa.",,"7326.eaf"
15117.86,15118.166,0.306,"C","T","ya sne't'atal trailer@s:spa.","1","7326.eaf"
15118.166,15118.531,0.365,,"T","ya sne't'atal trailer@s:spa.",,"7326.eaf"
15118.679,15119.171,0.492,,"T","uy.",,"7326.eaf"
15119.938,15120.359,0.421,"C",,,"1","7326.eaf"
15120.549,15121.565,1.016,,"T","kich'o.",,"7326.eaf"
15122.295,15122.754,0.459,,"T","uy.",,"7326.eaf"
15122.922,15123.266,0.344,"C",,,"1","7326.eaf"
15125.754,15126.622,0.868,,"T","ila 'wil.",,"7326.eaf"
15127.612,15128.491,0.879,,"T","pipip@c xi.",,"7326.eaf"
15131.978,15133.627,1.649,,"T","ju'uk me i &=laughs.",,"7326.eaf"
15135.654,15136.684,1.03,,"T","wayal &=laughs.",,"7326.eaf"
15137.483,15137.926,0.443,,"T","butk'e.",,"7326.eaf"
18382.392,18382.61,0.218,"C",,,"1","7326.eaf"
18383.265,18383.36,0.095,,"T","jmm.",,"7326.eaf"
18383.36,18383.548,0.188,"C","T","jmm.","1","7326.eaf"
18383.548,18383.672,0.124,"C",,,"1","7326.eaf"
18384.05,18384.475,0.425,,"T","jmm.",,"7326.eaf"
18384.843,18385.467,0.624,"C",,,,"7326.eaf"
18385.478,18386.12,0.642,,"T","tajinan i.",,"7326.eaf"
18386.955,18387.528,0.573,,"T","ku xut.",,"7326.eaf"
18387.594,18388.032,0.438,"C",,,"1","7326.eaf"
18388.405,18388.981,0.576,,"T","xi ch'i.",,"7326.eaf"
18389.844,18390.083,0.239,"C",,,"1","7326.eaf"
18390.083,18390.11,0.027,"C","T","ay ay.","1","7326.eaf"
18390.11,18390.586,0.476,,"T","ay ay.",,"7326.eaf"
18392.893,18394.925,2.032,,"T","jusit jusit jusit, ya xtek'lat.",,"7326.eaf"
18395.713,18397.176,1.463,,"T","ya xba alej tal, mame xt'uxajat i.",,"7326.eaf"
18398.09,18398.934,0.844,,"T","mame xt'uxajat i.",,"7326.eaf"
18399.092,18399.692,0.6,,"T","tsaka i.",,"7326.eaf"
18399.857,18400.852,0.995,,"T","mame sjawts'ujat bel.",,"7326.eaf"
18401.75,18402.188,0.438,"C",,,"1","7326.eaf"
18402.613,18403.959,1.346,,"T","mame xakolta bel ta ak'ab i.",,"7326.eaf"
18405.145,18405.655,0.51,,"T","teklan.",,"7326.eaf"
18406.1,18406.482,0.382,"C",,,"1","7326.eaf"
18407.358,18408.237,0.879,,"T","t'uuch xi.",,"7326.eaf"
18409.602,18410.719,1.117,,"T","t'uuch mam xi.",,"7326.eaf"
18412.204,18413.393,1.189,,"T","t'uuchul mam ch'i.",,"7326.eaf"
18413.796,18414.11,0.314,"C",,,"1","7326.eaf"
18414.507,18415.532,1.025,,"T","t'uuchul mam ch'i xi.",,"7326.eaf"
18415.532,18415.856,0.324,"C","T","t'uuchul mam ch'i xi.","1","7326.eaf"
18415.856,18415.967,0.111,,"T","t'uuchul mam ch'i xi.",,"7326.eaf"
18416.143,18416.441,0.298,"C",,,"1","7326.eaf"
18416.441,18416.557,0.116,"C","T","jmm.","1","7326.eaf"
18416.557,18416.913,0.356,,"T","jmm.",,"7326.eaf"
18417.463,18417.799,0.336,"C",,,"1","7326.eaf"
18418.11,18418.165,0.055,"C",,,,"7326.eaf"
18418.165,18418.828,0.663,"C","T","tsakame tal i, joo.",,"7326.eaf"
18418.828,18419.621,0.793,,"T","tsakame tal i, joo.",,"7326.eaf"
18419.754,18420.576,0.822,"C",,,"M","7326.eaf"
18420.576,18420.692,0.116,"C","T","jichuk, tsakame i.","M","7326.eaf"
18420.692,18421.602,0.91,,"T","jichuk, tsakame i.",,"7326.eaf"
18422.117,18422.73,0.613,,"T","tajinan i.",,"7326.eaf"
18422.782,18423.046,0.264,"C",,,"1","7326.eaf"
18423.398,18423.828,0.43,,"T","am@c.",,"7326.eaf"
18424.124,18424.348,0.224,"C",,,"1","7326.eaf"
18424.348,18424.36,0.012,"C","T","am@c ch'i.","1","7326.eaf"
18424.36,18425.015,0.655,,"T","am@c ch'i.",,"7326.eaf"
18429.14,18429.36,0.22,"C",,,"1","7326.eaf"
18429.487,18429.721,0.234,,"T","jmm.",,"7326.eaf"
18432.741,18433.423,0.682,"C",,,"M","7326.eaf"
18433.423,18433.438,0.015,"C","T","jmm.","M","7326.eaf"
18433.438,18433.974,0.536,,"T","jmm.",,"7326.eaf"
18434.938,18435.656,0.718,"C",,,"M","7326.eaf"
18435.744,18436.201,0.457,,"T","joo.",,"7326.eaf"
18436.516,18437.376,0.86,"C",,,"M","7326.eaf"
18437.394,18437.744,0.35,,"T","joo.",,"7326.eaf"
18437.968,18438.602,0.634,"C",,,"M","7326.eaf"
18438.602,18438.624,0.022,"C","T","jmm.","M","7326.eaf"
18438.624,18439.144,0.52,,"T","jmm.",,"7326.eaf"
18439.61,18440.406,0.796,"C",,,"M","7326.eaf"
18440.525,18441.302,0.777,,"U","ay to laj.",,"7326.eaf"
18441.516,18443.0,1.484,"C",,,,"7326.eaf"
18444.032,18444.312,0.28,"C",,,"M","7326.eaf"
18445.095,18445.615,0.52,,"T","mm.",,"7326.eaf"
18446.844,18446.984,0.14,"C",,,"1","7326.eaf"
18447.597,18447.922,0.325,,"T","ats'am ch'i.",,"7326.eaf"
18447.922,18448.205,0.283,"C","T","ats'am ch'i.","1","7326.eaf"
18448.205,18448.731,0.526,,"T","ats'am ch'i.",,"7326.eaf"
18448.731,18448.79,0.059,"C","T","ats'am ch'i.","1","7326.eaf"
18448.79,18449.166,0.376,"C",,,"1","7326.eaf"
18449.844,18450.062,0.218,"C",,,"1","7326.eaf"
18450.088,18451.04,0.952,,"T","joo, tajinanme i.",,"7326.eaf"
18454.078,18454.438,0.36,"C",,,"1","7326.eaf"
18454.895,18455.828,0.933,,"T","jmm, ya xlok'at.",,"7326.eaf"
18455.828,18456.078,0.25,"C","T","jmm, ya xlok'at.","1","7326.eaf"
18456.078,18456.18,0.102,,"T","jmm, ya xlok'at.",,"7326.eaf"
18456.438,18456.75,0.312,"C",,,"1","7326.eaf"
18456.911,18457.05,0.139,,"T","mame xt'uxajat, mame xt'uxajat.",,"7326.eaf"
18457.05,18457.53,0.48,"C","T","mame xt'uxajat, mame xt'uxajat.","1","7326.eaf"
